,Time,TimeEDT,TemperatureF,Dew_PointF,Humidity,Sea_Level_PressureIn,VisibilityMPH,Wind_Direction,Wind_SpeedMPH,Gust_SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
277,10/9/2016 18:54,6:54 PM,51.1,48.9,92,30.03,7,North,17.3,-,0.1,Rain,Rain,360,10/9/2016 22:54
278,10/9/2016 19:45,7:45 PM,51.1,50,96,30.04,4,North,13.8,-,0.13,Rain,Heavy Rain,360,10/9/2016 23:45
279,10/9/2016 19:54,7:54 PM,50,50,100,30.04,4,North,13.8,-,0.17,Rain,Heavy Rain,10,10/9/2016 23:54
280,10/9/2016 20:20,8:20 PM,50,48,93,30.03,4,NNE,21.9,28.8,0.08,Rain,Rain,20,10/10/2016 0:20
281,10/9/2016 20:35,8:35 PM,50,48,93,30.02,5,North,18.4,27.6,0.12,Rain,Rain,10,10/10/2016 0:35
282,10/9/2016 20:54,8:54 PM,50,48,93,30.01,6,North,23,29.9,0.14,Rain,Rain,10,10/10/2016 0:54
283,10/9/2016 21:20,9:20 PM,50,48.9,96,30,10,North,15,-,0.01,Rain,Light Rain,360,10/10/2016 1:20
284,10/9/2016 21:27,9:27 PM,50,48,93,30,10,North,18.4,21.9,0.02,Rain,Light Rain,360,10/10/2016 1:27
285,10/9/2016 21:54,9:54 PM,50,48,93,30,10,North,17.3,23,0.03,Rain,Light Rain,360,10/10/2016 1:54
286,10/9/2016 22:26,10:26 PM,50,46.9,89,29.99,10,North,17.3,25.3,0,Rain,Light Rain,350,10/10/2016 2:26
287,10/9/2016 23:54,11:54 PM,50,46.9,89,29.99,10,NNW,11.5,-,0,,Mostly Cloudy,330,10/10/2016 3:54
288,10/10/2016 0:54,12:54 AM,48.9,44.1,83,30,10,NNW,16.1,23,N/A,NA,Overcast,330,10/10/2016 4:54
289,10/10/2016 1:54,1:54 AM,46.9,41,80,30,10,NW,17.3,24.2,N/A,NA,Overcast,320,10/10/2016 5:54
290,10/10/2016 2:54,2:54 AM,46,39,76,30,10,NW,17.3,27.6,N/A,NA,Scattered Clouds,320,10/10/2016 6:54
291,10/10/2016 3:54,3:54 AM,45,37.9,76,30,10,NNW,13.8,24.2,N/A,NA,Scattered Clouds,330,10/10/2016 7:54
292,10/10/2016 4:54,4:54 AM,45,37,74,30.02,10,NW,19.6,-,N/A,NA,Partly Cloudy,320,10/10/2016 8:54
293,10/10/2016 5:54,5:54 AM,45,37,74,30.03,10,NW,15,23,N/A,NA,Partly Cloudy,320,10/10/2016 9:54
294,10/10/2016 6:54,6:54 AM,45,36,71,30.06,10,NNW,13.8,-,N/A,NA,Partly Cloudy,330,10/10/2016 10:54
295,10/10/2016 7:54,7:54 AM,46,36,68,30.09,10,NNW,19.6,25.3,N/A,NA,Partly Cloudy,330,10/10/2016 11:54
296,10/10/2016 8:54,8:54 AM,48,35.1,61,30.11,10,NNW,20.7,29.9,N/A,NA,Partly Cloudy,330,10/10/2016 12:54
297,10/10/2016 9:54,9:54 AM,50,35.1,57,30.13,10,NW,18.4,25.3,N/A,NA,Partly Cloudy,320,10/10/2016 13:54
298,10/10/2016 10:54,10:54 AM,52,35.1,53,30.13,10,NW,18.4,26.5,N/A,NA,Partly Cloudy,310,10/10/2016 14:54
299,10/10/2016 11:54,11:54 AM,54,35.1,49,30.14,10,NW,17.3,24.2,N/A,NA,Partly Cloudy,320,10/10/2016 15:54
300,10/10/2016 12:54,12:54 PM,55.9,35.1,45,30.13,10,NW,19.6,28.8,N/A,NA,Clear,320,10/10/2016 16:54
301,10/10/2016 13:54,1:54 PM,57,34,42,30.13,10,NNW,19.6,28.8,N/A,NA,Clear,330,10/10/2016 17:54
302,10/10/2016 14:54,2:54 PM,57.9,34,41,30.14,10,NW,17.3,27.6,N/A,NA,Partly Cloudy,310,10/10/2016 18:54
303,10/10/2016 15:54,3:54 PM,57.9,34,41,30.16,10,NW,18.4,26.5,N/A,NA,Partly Cloudy,310,10/10/2016 19:54
304,10/10/2016 16:54,4:54 PM,57.9,33.1,39,30.18,10,NW,17.3,-,N/A,NA,Partly Cloudy,320,10/10/2016 20:54
305,10/10/2016 17:54,5:54 PM,55,33.1,43,30.22,10,NW,15,21.9,N/A,NA,Partly Cloudy,320,10/10/2016 21:54
306,10/10/2016 18:54,6:54 PM,53.1,34,48,30.25,10,NNW,10.4,-,N/A,NA,Clear,330,10/10/2016 22:54
307,10/10/2016 19:54,7:54 PM,52,34,50,30.28,10,NW,10.4,-,N/A,NA,Clear,310,10/10/2016 23:54
308,10/10/2016 20:54,8:54 PM,50,33.1,52,30.3,10,NNW,12.7,-,N/A,NA,Clear,330,10/11/2016 0:54
309,10/10/2016 21:54,9:54 PM,48.9,34,56,30.32,10,NW,10.4,-,N/A,NA,Clear,320,10/11/2016 1:54
310,10/10/2016 22:54,10:54 PM,48,33.1,56,30.34,10,NNW,9.2,-,N/A,NA,Clear,330,10/11/2016 2:54
311,10/10/2016 23:54,11:54 PM,46.9,33.1,59,30.35,10,NNW,11.5,-,N/A,NA,Clear,330,10/11/2016 3:54
312,10/11/2016 0:54,12:54 AM,46,33.1,61,30.37,10,NW,11.5,-,N/A,NA,Clear,320,10/11/2016 4:54
313,10/11/2016 1:54,1:54 AM,45,33.1,63,30.38,10,NW,10.4,-,N/A,NA,Clear,320,10/11/2016 5:54
314,10/11/2016 2:54,2:54 AM,45,33.1,63,30.39,10,NNW,10.4,-,N/A,NA,Clear,330,10/11/2016 6:54
315,10/11/2016 3:54,3:54 AM,44.1,33.1,65,30.4,10,NW,10.4,-,N/A,NA,Clear,320,10/11/2016 7:54
316,10/11/2016 4:54,4:54 AM,44.1,33.1,65,30.42,10,NW,8.1,-,N/A,NA,Clear,320,10/11/2016 8:54
317,10/11/2016 5:54,5:54 AM,44.1,33.1,65,30.44,10,NW,10.4,-,N/A,NA,Clear,320,10/11/2016 9:54
318,10/11/2016 6:54,6:54 AM,44.1,33.1,65,30.44,10,NNW,8.1,-,N/A,NA,Clear,330,10/11/2016 10:54
319,10/11/2016 7:54,7:54 AM,45,34,65,30.46,10,NW,9.2,-,N/A,NA,Clear,320,10/11/2016 11:54
320,10/11/2016 8:54,8:54 AM,48.9,34,56,30.47,10,North,5.8,-,N/A,NA,Clear,350,10/11/2016 12:54
321,10/11/2016 9:54,9:54 AM,54,34,47,30.48,10,Calm,Calm,-,N/A,NA,Clear,0,10/11/2016 13:54
322,10/11/2016 10:54,10:54 AM,55.9,32,40,30.48,10,Variable,3.5,-,N/A,NA,Clear,0,10/11/2016 14:54
323,10/11/2016 11:54,11:54 AM,59,30.9,35,30.48,10,Calm,Calm,-,N/A,NA,Partly Cloudy,0,10/11/2016 15:54
324,10/11/2016 12:54,12:54 PM,57.9,37,46,30.46,10,SE,9.2,-,N/A,NA,Partly Cloudy,140,10/11/2016 16:54
325,10/11/2016 13:54,1:54 PM,57.9,30.9,36,30.45,10,SE,10.4,-,N/A,NA,Partly Cloudy,130,10/11/2016 17:54
326,10/11/2016 14:54,2:54 PM,57.9,33.1,39,30.43,10,ESE,9.2,-,N/A,NA,Partly Cloudy,110,10/11/2016 18:54
327,10/11/2016 15:54,3:54 PM,57.9,34,41,30.43,10,ESE,9.2,-,N/A,NA,Partly Cloudy,110,10/11/2016 19:54
328,10/11/2016 16:54,4:54 PM,57.9,35.1,42,30.42,10,East,10.4,-,N/A,NA,Partly Cloudy,100,10/11/2016 20:54
329,10/11/2016 17:54,5:54 PM,55.9,42.1,60,30.43,10,ESE,9.2,-,N/A,NA,Scattered Clouds,110,10/11/2016 21:54
330,10/11/2016 18:54,6:54 PM,55,41,59,30.43,10,SE,8.1,-,N/A,NA,Scattered Clouds,130,10/11/2016 22:54
331,10/11/2016 19:54,7:54 PM,54,43,66,30.43,10,SSE,8.1,-,N/A,NA,Partly Cloudy,160,10/11/2016 23:54
332,10/11/2016 20:54,8:54 PM,52,42.1,69,30.43,10,South,5.8,-,N/A,NA,Partly Cloudy,180,10/12/2016 0:54
333,10/11/2016 21:54,9:54 PM,52,41,66,30.43,10,SSW,4.6,-,N/A,NA,Partly Cloudy,200,10/12/2016 1:54
334,10/11/2016 22:54,10:54 PM,51.1,39,63,30.42,10,SSW,4.6,-,N/A,NA,Partly Cloudy,200,10/12/2016 2:54
335,10/11/2016 23:54,11:54 PM,52,37.9,59,30.42,10,SSW,4.6,-,N/A,NA,Partly Cloudy,210,10/12/2016 3:54
336,10/12/2016 0:54,12:54 AM,48.9,39,69,30.41,10,SSW,5.8,-,N/A,NA,Clear,210,10/12/2016 4:54
337,10/12/2016 1:54,1:54 AM,48.9,42.1,77,30.41,10,SW,6.9,-,N/A,NA,Clear,230,10/12/2016 5:54
338,10/12/2016 2:54,2:54 AM,48.9,42.1,77,30.4,10,SSW,4.6,-,N/A,NA,Partly Cloudy,200,10/12/2016 6:54
339,10/12/2016 3:54,3:54 AM,48.9,44.1,83,30.39,10,South,3.5,-,N/A,NA,Partly Cloudy,180,10/12/2016 7:54
340,10/12/2016 4:54,4:54 AM,48.9,45,86,30.39,10,SSW,4.6,-,N/A,NA,Partly Cloudy,200,10/12/2016 8:54
341,10/12/2016 5:54,5:54 AM,48.9,44.1,83,30.4,10,South,5.8,-,N/A,NA,Scattered Clouds,190,10/12/2016 9:54
342,10/12/2016 6:54,6:54 AM,48.9,45,86,30.4,10,South,4.6,-,N/A,NA,Mostly Cloudy,190,10/12/2016 10:54
343,10/12/2016 7:54,7:54 AM,51.1,46,83,30.4,10,South,3.5,-,N/A,NA,Partly Cloudy,170,10/12/2016 11:54
344,10/12/2016 8:54,8:54 AM,54,46,75,30.4,10,South,3.5,-,N/A,NA,Partly Cloudy,180,10/12/2016 12:54
345,10/12/2016 9:54,9:54 AM,55.9,46.9,72,30.4,10,South,4.6,-,N/A,NA,Partly Cloudy,180,10/12/2016 13:54
346,10/12/2016 10:54,10:54 AM,59,48,67,30.39,10,SSE,6.9,-,N/A,NA,Partly Cloudy,150,10/12/2016 14:54
347,10/12/2016 11:54,11:54 AM,60.1,48,64,30.37,10,ESE,5.8,-,N/A,NA,Partly Cloudy,120,10/12/2016 15:54
348,10/12/2016 12:54,12:54 PM,61,50,67,30.34,10,East,11.5,-,N/A,NA,Partly Cloudy,100,10/12/2016 16:54
349,10/12/2016 13:54,1:54 PM,62.1,48,60,30.32,10,East,12.7,-,N/A,NA,Scattered Clouds,90,10/12/2016 17:54
350,10/12/2016 14:54,2:54 PM,62.1,48,60,30.31,10,East,12.7,-,N/A,NA,Mostly Cloudy,90,10/12/2016 18:54
351,10/12/2016 15:54,3:54 PM,61,51.1,70,30.29,10,East,12.7,-,N/A,NA,Mostly Cloudy,100,10/12/2016 19:54
352,10/12/2016 16:54,4:54 PM,62.1,53.1,72,30.27,10,ESE,12.7,-,N/A,NA,Scattered Clouds,110,10/12/2016 20:54
353,10/12/2016 17:54,5:54 PM,60.1,53.1,78,30.25,10,SE,10.4,-,N/A,NA,Mostly Cloudy,130,10/12/2016 21:54
354,10/12/2016 18:54,6:54 PM,59,51.1,75,30.26,10,SE,10.4,-,N/A,NA,Scattered Clouds,140,10/12/2016 22:54
355,10/12/2016 19:54,7:54 PM,57,51.1,81,30.25,10,SSE,10.4,-,N/A,NA,Partly Cloudy,160,10/12/2016 23:54
356,10/12/2016 20:54,8:54 PM,55.9,48,75,30.27,10,South,9.2,-,N/A,NA,Partly Cloudy,180,10/13/2016 0:54
357,10/12/2016 21:54,9:54 PM,54,50,86,30.26,10,South,9.2,-,N/A,NA,Partly Cloudy,180,10/13/2016 1:54
358,10/12/2016 22:54,10:54 PM,53.1,51.1,93,30.25,10,South,5.8,-,N/A,NA,Partly Cloudy,180,10/13/2016 2:54
359,10/12/2016 23:54,11:54 PM,53.1,51.1,93,30.23,10,South,6.9,-,N/A,NA,Partly Cloudy,190,10/13/2016 3:54
360,10/13/2016 0:54,12:54 AM,52,51.1,97,30.21,10,South,6.9,-,N/A,,Partly Cloudy,180,10/13/2016 4:54
361,10/13/2016 1:54,1:54 AM,52,51.1,97,30.18,10,South,6.9,-,N/A,,Partly Cloudy,190,10/13/2016 5:54
362,10/13/2016 2:54,2:54 AM,52,51.1,97,30.16,10,South,5.8,-,N/A,,Scattered Clouds,180,10/13/2016 6:54
363,10/13/2016 3:54,3:54 AM,54,52,93,30.15,10,Calm,Calm,-,N/A,,Overcast,0,10/13/2016 7:54
364,10/13/2016 4:54,4:54 AM,55,53.1,93,30.14,10,Calm,Calm,-,N/A,,Overcast,0,10/13/2016 8:54
365,10/13/2016 5:54,5:54 AM,55,53.1,93,30.13,10,ESE,4.6,-,N/A,,Overcast,120,10/13/2016 9:54
366,10/13/2016 6:54,6:54 AM,55,53.1,93,30.13,10,South,3.5,-,N/A,,Overcast,170,10/13/2016 10:54
367,10/13/2016 7:38,7:38 AM,55.9,54,93,30.12,10,South,4.6,-,N/A,,Overcast,170,10/13/2016 11:38
368,10/13/2016 7:54,7:54 AM,55.9,54,93,30.12,10,South,6.9,-,N/A,,Mostly Cloudy,170,10/13/2016 11:54
369,10/13/2016 8:54,8:54 AM,57.9,55,90,30.11,10,South,5.8,-,N/A,,Scattered Clouds,170,10/13/2016 12:54
370,10/13/2016 9:54,9:54 AM,63,57.9,84,30.09,10,South,8.1,-,N/A,,Mostly Cloudy,180,10/13/2016 13:54
371,10/13/2016 10:54,10:54 AM,64.9,57.9,78,30.06,10,SW,8.1,-,N/A,,Mostly Cloudy,220,10/13/2016 14:54
372,10/13/2016 11:10,11:10 AM,64.9,57,75,30.06,10,SW,10.4,-,N/A,,Mostly Cloudy,230,10/13/2016 15:10
373,10/13/2016 11:54,11:54 AM,68,55.9,65,30.04,10,SSW,13.8,18.4,N/A,,Mostly Cloudy,210,10/13/2016 15:54
374,10/13/2016 12:54,12:54 PM,69.1,55,61,30.01,10,SSW,16.1,-,N/A,,Mostly Cloudy,210,10/13/2016 16:54
375,10/13/2016 13:54,1:54 PM,71.1,55,57,29.98,10,SSW,12.7,-,N/A,,Mostly Cloudy,200,10/13/2016 17:54
376,10/13/2016 14:54,2:54 PM,71.1,53.1,53,29.96,10,SW,13.8,-,N/A,,Mostly Cloudy,220,10/13/2016 18:54
377,10/13/2016 15:54,3:54 PM,70,52,53,29.96,10,SW,12.7,-,N/A,,Mostly Cloudy,230,10/13/2016 19:54
378,10/13/2016 16:54,4:54 PM,69.1,51.1,53,29.96,10,WSW,12.7,-,N/A,,Mostly Cloudy,240,10/13/2016 20:54
379,10/13/2016 17:54,5:54 PM,68,52,56,29.97,10,WSW,12.7,-,0,Rain,Light Rain,240,10/13/2016 21:54
380,10/13/2016 18:54,6:54 PM,64.9,55.9,73,29.99,10,West,11.5,-,0,Rain,Light Rain,270,10/13/2016 22:54
381,10/13/2016 19:54,7:54 PM,64,55.9,75,30.01,10,WNW,11.5,-,0,,Overcast,290,10/13/2016 23:54
382,10/13/2016 20:54,8:54 PM,63,55,75,30.03,10,West,10.4,-,N/A,,Partly Cloudy,280,10/14/2016 0:54
383,10/13/2016 21:54,9:54 PM,61,53.1,75,30.05,10,WNW,11.5,-,N/A,,Partly Cloudy,290,10/14/2016 1:54
384,10/13/2016 22:54,10:54 PM,60.1,52,75,30.07,10,WNW,12.7,-,N/A,,Partly Cloudy,290,10/14/2016 2:54
385,10/13/2016 23:54,11:54 PM,57.9,50,75,30.09,10,NW,13.8,-,N/A,,Partly Cloudy,310,10/14/2016 3:54
386,10/14/2016 0:54,12:54 AM,55,45,69,30.11,10,NNW,16.1,20.7,N/A,NA,Clear,340,10/14/2016 4:54
387,10/14/2016 1:54,1:54 AM,52,39,61,30.14,10,NW,20.7,27.6,N/A,NA,Clear,320,10/14/2016 5:54
388,10/14/2016 2:54,2:54 AM,50,37,61,30.14,10,NW,16.1,25.3,N/A,NA,Clear,320,10/14/2016 6:54
389,10/14/2016 3:54,3:54 AM,48.9,37,64,30.17,10,NNW,15,24.2,N/A,NA,Clear,330,10/14/2016 7:54
390,10/14/2016 4:54,4:54 AM,48,36,63,30.19,10,NNW,13.8,24.2,N/A,NA,Clear,330,10/14/2016 8:54
391,10/14/2016 5:54,5:54 AM,46.9,34,61,30.22,10,NW,15,24.2,N/A,NA,Clear,320,10/14/2016 9:54
392,10/14/2016 6:54,6:54 AM,46,33.1,61,30.25,10,NNW,10.4,20.7,N/A,NA,Partly Cloudy,330,10/14/2016 10:54
393,10/14/2016 7:54,7:54 AM,46.9,33.1,59,30.29,10,NNW,13.8,-,N/A,NA,Partly Cloudy,330,10/14/2016 11:54
394,10/14/2016 8:54,8:54 AM,48,33.1,56,30.3,10,NNW,11.5,-,N/A,NA,Partly Cloudy,330,10/14/2016 12:54
395,10/14/2016 9:54,9:54 AM,50,33.1,52,30.32,10,North,12.7,-,N/A,NA,Partly Cloudy,350,10/14/2016 13:54
396,10/14/2016 10:54,10:54 AM,52,33.1,49,30.33,10,North,9.2,-,N/A,NA,Partly Cloudy,360,10/14/2016 14:54
397,10/14/2016 11:54,11:54 AM,55,34,45,30.33,10,North,9.2,-,N/A,NA,Partly Cloudy,360,10/14/2016 15:54
398,10/14/2016 12:54,12:54 PM,55.9,33.1,42,30.31,10,NW,6.9,-,N/A,NA,Partly Cloudy,320,10/14/2016 16:54
399,10/14/2016 13:54,1:54 PM,57.9,33.1,39,30.3,10,WNW,8.1,-,N/A,NA,Partly Cloudy,300,10/14/2016 17:54
400,10/14/2016 14:54,2:54 PM,59,32,36,30.3,10,North,6.9,-,N/A,NA,Partly Cloudy,360,10/14/2016 18:54
401,10/14/2016 15:54,3:54 PM,59,30.9,35,30.3,10,NW,8.1,-,N/A,NA,Partly Cloudy,320,10/14/2016 19:54
402,10/14/2016 16:54,4:54 PM,55,39.9,57,30.31,10,East,9.2,-,N/A,NA,Clear,80,10/14/2016 20:54
403,10/14/2016 17:54,5:54 PM,53.1,39,59,30.32,10,ENE,5.8,-,N/A,NA,Partly Cloudy,70,10/14/2016 21:54
404,10/14/2016 18:54,6:54 PM,52,39.9,63,30.34,10,ENE,3.5,-,N/A,NA,Partly Cloudy,60,10/14/2016 22:54
405,10/14/2016 19:54,7:54 PM,52,41,66,30.35,10,North,5.8,-,N/A,NA,Clear,10,10/14/2016 23:54
406,10/14/2016 20:54,8:54 PM,53.1,37,55,30.37,10,North,5.8,-,N/A,NA,Clear,360,10/15/2016 0:54
407,10/14/2016 21:54,9:54 PM,52,34,50,30.39,10,NNE,6.9,-,N/A,NA,Clear,20,10/15/2016 1:54
408,10/14/2016 22:54,10:54 PM,48.9,33.1,54,30.39,10,North,4.6,-,N/A,NA,Clear,350,10/15/2016 2:54
409,10/14/2016 23:54,11:54 PM,48,30.9,52,30.39,10,NNW,9.2,-,N/A,NA,Clear,330,10/15/2016 3:54
